Place Name,State,District,City,img_source,Link,dominant_topic,probability
Galgibaga Beach,Goa,South Goa District,Agonda,https://media-cdn.tripadvisor.com/media/photo-s/05/67/2b/3a/galjibag-beach-babash.jpg,https://www.tripadvisor.in/Attraction_Review-g816969-d4138937-Reviews-Galgibaga_Beach-Agonda_South_Goa_District_Goa.html,Beach/Seashores,0.83
Agra Fort,Uttar Pradesh,Agra District,Agra,https://media-cdn.tripadvisor.com/media/photo-s/09/01/08/32/agra-fort.jpg,https://www.tripadvisor.in/Attraction_Review-g297683-d319695-Reviews-Agra_Fort-Agra_Agra_District_Uttar_Pradesh.html,Palace/Forts/Ancient Buildings,0.57
Tomb of Itimad-ud-Daulah,Uttar Pradesh,Agra District,Agra,https://media-cdn.tripadvisor.com/media/photo-s/16/1b/13/cf/20190114-120443-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g297683-d321262-Reviews-Tomb_of_Itimad_ud_Daulah-Agra_Agra_District_Uttar_Pradesh.html,Palace/Forts/Ancient Buildings,0.34
Sheesh Mahal,Uttar Pradesh,Agra District,Agra,https://media-cdn.tripadvisor.com/media/photo-s/07/cb/29/bb/sheesh-mahal.jpg,https://www.tripadvisor.in/Attraction_Review-g297683-d4421871-Reviews-Sheesh_Mahal-Agra_Agra_District_Uttar_Pradesh.html,Palace/Forts/Ancient Buildings,0.67
Imperial Wax Museum,Uttar Pradesh,Agra District,Agra,https://media-cdn.tripadvisor.com/media/photo-s/1a/aa/9b/63/home-page.jpg,https://www.tripadvisor.in/Attraction_Review-g297683-d19411993-Reviews-Imperial_Wax_Museum-Agra_Agra_District_Uttar_Pradesh.html,Gardens/City Parks,0.6
Taj Gallery,Uttar Pradesh,Agra District,Agra,https://media-cdn.tripadvisor.com/media/photo-s/0e/02/88/48/getlstd-property-photo.jpg,https://www.tripadvisor.in/Attraction_Review-g297683-d11965350-Reviews-Taj_Gallery-Agra_Agra_District_Uttar_Pradesh.html,Museums/Indian Culture & History,0.91
Wildlife SOS,Uttar Pradesh,Agra District,Agra,https://media-cdn.tripadvisor.com/media/photo-s/04/c8/87/e4/wildlife-sos.jpg,https://www.tripadvisor.in/Attraction_Review-g297683-d2048779-Reviews-Wildlife_SOS-Agra_Agra_District_Uttar_Pradesh.html,Wildlife/Forests/National Parks,0.87
Taj Mahal,Uttar Pradesh,Agra District,Agra,https://media-cdn.tripadvisor.com/media/photo-s/08/9a/30/d6/agra.jpg,https://www.tripadvisor.in/Attraction_Review-g297683-d317329-Reviews-Taj_Mahal-Agra_Agra_District_Uttar_Pradesh.html,Palace/Forts/Ancient Buildings,0.51
Mother Teresa's Missionaries of Charity,Uttar Pradesh,Agra District,Agra,https://media-cdn.tripadvisor.com/media/photo-s/01/5a/e2/ad/sister-glory-in-the-nursery.jpg,https://www.tripadvisor.in/Attraction_Review-g297683-d1595132-Reviews-Mother_Teresa_s_Missionaries_of_Charity-Agra_Agra_District_Uttar_Pradesh.html,Wildlife/Forests/National Parks,0.55
Shah Burj,Uttar Pradesh,Agra District,Agra,https://media-cdn.tripadvisor.com/media/photo-s/0c/3f/ba/de/menara-oktagonal.jpg,https://www.tripadvisor.in/Attraction_Review-g297683-d3705663-Reviews-Shah_Burj-Agra_Agra_District_Uttar_Pradesh.html,Palace/Forts/Ancient Buildings,0.6
Auto World Vintage Car Museum,Gujarat,Ahmedabad District,Ahmedabad,https://media-cdn.tripadvisor.com/media/photo-s/02/ff/97/05/auto-world-vintage-car.jpg,https://www.tripadvisor.in/Attraction_Review-g297608-d3491731-Reviews-Auto_World_Vintage_Car_Museum-Ahmedabad_Ahmedabad_District_Gujarat.html,Museums/Indian Culture & History,0.55
Kankaria Lake,Gujarat,Ahmedabad District,Ahmedabad,https://media-cdn.tripadvisor.com/media/photo-s/02/31/34/21/kankaria-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g297608-d2284993-Reviews-Kankaria_Lake-Ahmedabad_Ahmedabad_District_Gujarat.html,Gardens/City Parks,0.51
Sabarmati Riverfront,Gujarat,Ahmedabad District,Ahmedabad,https://media-cdn.tripadvisor.com/media/photo-s/0e/ee/6e/ef/this-photo-of-riverfront.jpg,https://www.tripadvisor.in/Attraction_Review-g297608-d2501233-Reviews-Sabarmati_Riverfront-Ahmedabad_Ahmedabad_District_Gujarat.html,Gardens/City Parks,0.54
Sabarmati Ashram / Mahatma Gandhi's Home,Gujarat,Ahmedabad District,Ahmedabad,https://media-cdn.tripadvisor.com/media/photo-s/15/13/29/e2/img-20181017-121036-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g297608-d325368-Reviews-Sabarmati_Ashram_Mahatma_Gandhi_s_Home-Ahmedabad_Ahmedabad_District_Gujarat.html,Museums/Indian Culture & History,0.63
Dwarkamai Masjid,Maharashtra,Ahmednagar District,Shirdi,https://media-cdn.tripadvisor.com/media/photo-s/05/d4/8f/de/dwarkamai-masjid.jpg,https://www.tripadvisor.in/Attraction_Review-g679021-d4089085-Reviews-Dwarkamai_Masjid-Shirdi_Ahmednagar_District_Maharashtra.html,Temples/Church/Worship,0.83
Shiv Shakti Art & Handicraft,Rajasthan,Ajmer District,Pushkar,https://media-cdn.tripadvisor.com/media/photo-s/09/e5/9c/ce/welcome.jpg,https://www.tripadvisor.in/Attraction_Review-g319729-d8817856-Reviews-Shiv_Shakti_Art_Handicraft-Pushkar_Ajmer_District_Rajasthan.html,Museums/Indian Culture & History,0.47
Flying Fox Neemrana,Rajasthan,Alwar District,Alwar,https://media-cdn.tripadvisor.com/media/photo-s/0e/6e/38/b1/view-from-the-zip-tour.jpg,https://www.tripadvisor.in/Attraction_Review-g679018-d1371597-Reviews-Flying_Fox_Neemrana-Alwar_Alwar_District_Rajasthan.html,Wildlife/Forests/National Parks,0.49
The Partition Museum,Punjab,Amritsar District,Amritsar,https://media-cdn.tripadvisor.com/media/photo-s/0e/8b/14/cd/partition-museum.jpg,https://www.tripadvisor.in/Attraction_Review-g303884-d11959724-Reviews-The_Partition_Museum-Amritsar_Amritsar_District_Punjab.html,Museums/Indian Culture & History,0.91
Akal Takht,Punjab,Amritsar District,Amritsar,https://media-cdn.tripadvisor.com/media/photo-s/02/e4/4d/f5/akal-takht.jpg,https://www.tripadvisor.in/Attraction_Review-g303884-d2694082-Reviews-Akal_Takht-Amritsar_Amritsar_District_Punjab.html,Temples/Church/Worship,0.82
Maharaja Ranjit Singh Statue,Punjab,Amritsar District,Amritsar,https://media-cdn.tripadvisor.com/media/photo-s/0f/35/3c/93/maha-raja-ranjit-singh.jpg,https://www.tripadvisor.in/Attraction_Review-g303884-d3645568-Reviews-Maharaja_Ranjit_Singh_Statue-Amritsar_Amritsar_District_Punjab.html,Monuments/Historical Architectures/Spiritual Attractions,0.34
Golden Temple,Punjab,Amritsar District,Amritsar,https://media-cdn.tripadvisor.com/media/photo-s/01/8c/2b/67/astounding.jpg,https://www.tripadvisor.in/Attraction_Review-g303884-d12687575-Reviews-Golden_Temple-Amritsar_Amritsar_District_Punjab.html,Temples/Church/Worship,0.75
Prasanthi Nilayam,Andhra Pradesh,Anantapur District,Puttaparthi,https://media-cdn.tripadvisor.com/media/photo-s/07/8c/d9/1e/on-the-way-to-prasanthi.jpg,https://www.tripadvisor.in/Attraction_Review-g1155906-d3732976-Reviews-Prasanthi_Nilayam-Puttaparthi_Anantapur_District_Andhra_Pradesh.html,Temples/Church/Worship,0.68
Aru Valley,Jammu and Kashmir,Anantnag District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/05/db/87/ec/on-the-way-to-aru-valley.jpg,https://www.tripadvisor.in/Attraction_Review-g665884-d6612088-Reviews-Aru_Valley-Pahalgam_Anantnag_District_Kashmir_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.89
Keri Beach (Querim Beach),Goa,North Goa District,Arambol,https://media-cdn.tripadvisor.com/media/photo-s/0d/d9/e4/f4/from-juna-restarant-which.jpg,https://www.tripadvisor.in/Attraction_Review-g2307943-d3735595-Reviews-Keri_Beach_Querim_Beach-Arambol_North_Goa_District_Goa.html,Beach/Seashores,0.9
Ellora Caves,Maharashtra,Aurangabad District,Aurangabad,https://media-cdn.tripadvisor.com/media/photo-s/10/b8/9a/01/pic-47.jpg,https://www.tripadvisor.in/Attraction_Review-g297649-d317351-Reviews-Ellora_Caves-Aurangabad_Aurangabad_District_Maharashtra.html,Monuments/Historical Architectures/Spiritual Attractions,0.89
Ajanta Caves,Maharashtra,Aurangabad District,Ajanta,https://media-cdn.tripadvisor.com/media/photo-s/00/17/ca/80/sculptures-outside-a.jpg,https://www.tripadvisor.in/Attraction_Review-g681052-d2535805-Reviews-Ajanta_Caves-Ajanta_Aurangabad_District_Maharashtra.html,Monuments/Historical Architectures/Spiritual Attractions,0.72
Sadhana Forest,Tamil Nadu,Viluppuram District,Auroville,https://media-cdn.tripadvisor.com/media/photo-s/12/22/d1/66/overview-sadhana-forest.jpg,https://www.tripadvisor.in/Attraction_Review-g1022761-d13545265-Reviews-Sadhana_Forest-Auroville_Viluppuram_District_Tamil_Nadu.html,Wildlife/Forests/National Parks,0.61
Badami Cave Temples,Karnataka,Bagalkot District,Badami,https://media-cdn.tripadvisor.com/media/photo-s/01/67/9e/64/badami-caves.jpg,https://www.tripadvisor.in/Attraction_Review-g1143919-d1022211-Reviews-Badami_Cave_Temples-Badami_Bagalkot_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.87
Bandhavgarh Hill,Madhya Pradesh,Umaria District,Bandhavgarh,https://media-cdn.tripadvisor.com/media/photo-s/06/13/e0/f4/the-bandhavgarh-hill.jpg,https://www.tripadvisor.in/Attraction_Review-g679039-d4088680-Reviews-Bandhavgarh_Hill-Bandhavgarh_National_Park_Umaria_District_Madhya_Pradesh.html,Wildlife/Forests/National Parks,0.66
Karnataka Chitrakala Parishat,Karnataka,Bangalore District,Bengaluru,https://media-cdn.tripadvisor.com/media/photo-s/02/77/71/4b/karnataka-chitrakala.jpg,https://www.tripadvisor.in/Attraction_Review-g297628-d2587763-Reviews-Karnataka_Chitrakala_Parishat-Bengaluru_Bangalore_District_Karnataka.html,Museums/Indian Culture & History,0.77
Visvesvaraya Industrial and Technological Museum,Karnataka,Bangalore District,Bengaluru,https://media-cdn.tripadvisor.com/media/photo-s/0f/9f/f4/87/20170618-124929-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g297628-d2587719-Reviews-Visvesvaraya_Industrial_and_Technological_Museum-Bengaluru_Bangalore_District_Kar.html,Museums/Indian Culture & History,0.75
M Chinnaswamy Stadium,Karnataka,Bangalore District,Bengaluru,https://media-cdn.tripadvisor.com/media/photo-s/08/06/9b/d2/m-chinnaswamy-stadium.jpg,https://www.tripadvisor.in/Attraction_Review-g297628-d6706034-Reviews-M_Chinnaswamy_Stadium-Bengaluru_Bangalore_District_Karnataka.html,Gardens/City Parks,0.79
Basavanagudi,Karnataka,Bangalore District,Bengaluru,https://media-cdn.tripadvisor.com/media/photo-s/02/77/71/00/basavanagudi.jpg,https://www.tripadvisor.in/Attraction_Review-g297628-d2587592-Reviews-Basavanagudi-Bengaluru_Bangalore_District_Karnataka.html,Beach/Seashores,0.54
Malleswaram,Karnataka,Bangalore District,Bengaluru,https://media-cdn.tripadvisor.com/media/photo-s/09/33/2f/c3/malleswaram.jpg,https://www.tripadvisor.in/Attraction_Review-g297628-d2587768-Reviews-Malleswaram-Bengaluru_Bangalore_District_Karnataka.html,Beach/Seashores,0.56
Bangaram Island,Lakshadweep,Bangaram,Bangaram,https://media-cdn.tripadvisor.com/media/photo-s/06/15/13/40/bangaram-island.jpg,https://www.tripadvisor.in/Attraction_Review-g297641-d4435497-Reviews-Bangaram_Island-Bangaram_Lakshadweep.html,Beach/Seashores,0.48
Chitrakot Waterfall,Chhattisgarh,Bastar District,Jagdalpur,https://media-cdn.tripadvisor.com/media/photo-s/03/32/b6/05/chitrakot-waterfall.jpg,https://www.tripadvisor.in/Attraction_Review-g800435-d3671794-Reviews-Chitrakot_Waterfall-Jagdalpur_Bastar_District_Chhattisgarh.html,Mountains/Landscapes/Waterfalls,0.79
Statue of Ugra Narsimha,Karnataka,Bellary District,Hampi,https://media-cdn.tripadvisor.com/media/photo-s/03/56/38/62/narshimha.jpg,https://www.tripadvisor.in/Attraction_Review-g319725-d3705349-Reviews-Statue_of_Ugra_Narsimha-Hampi_Bellary_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,1
Hemakuta Hill Temple Complex,Karnataka,Bellary District,Hampi,https://media-cdn.tripadvisor.com/media/photo-s/05/b9/c4/2d/hemakuta-hill-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g319725-d3912995-Reviews-Hemakuta_Hill_Temple_Complex-Hampi_Bellary_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.62
Hampi,Karnataka,Bellary District,Bellary,https://media-cdn.tripadvisor.com/media/photo-s/0e/a9/11/1e/vijayanagara.jpg,https://www.tripadvisor.in/Attraction_Review-g1731271-d3701198-Reviews-Hampi-Bellary_Bellary_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.54
Gavi Gangadhareshwara Temple,Karnataka,Bangalore District,Bengaluru,https://media-cdn.tripadvisor.com/media/photo-s/0d/e5/b8/83/temple-entrance.jpg,https://www.tripadvisor.in/Attraction_Review-g297628-d2648901-Reviews-Gavi_Gangadhareshwara_Temple-Bengaluru_Bangalore_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.57
Art of Living International Center,Karnataka,Bangalore District,Bengaluru,https://media-cdn.tripadvisor.com/media/photo-s/06/a0/f7/8d/art-of-living-international.jpg,https://www.tripadvisor.in/Attraction_Review-g297628-d2074081-Reviews-Art_of_Living_International_Center-Bengaluru_Bangalore_District_Karnataka.html,Temples/Church/Worship,0.49
St. Mary's Basilica,Karnataka,Bangalore District,Bengaluru,https://media-cdn.tripadvisor.com/media/photo-s/02/77/72/72/st-mary-s-basilica.jpg,https://www.tripadvisor.in/Attraction_Review-g297628-d2587695-Reviews-St_Mary_s_Basilica-Bengaluru_Bangalore_District_Karnataka.html,Temples/Church/Worship,0.61
Wonderla Amusement Park,Karnataka,Bangalore District,Bengaluru,https://media-cdn.tripadvisor.com/media/photo-s/0f/b4/a3/6d/recoil-india-s-first.jpg,https://www.tripadvisor.in/Attraction_Review-g297628-d1603947-Reviews-Wonderla_Amusement_Park-Bengaluru_Bangalore_District_Karnataka.html,Gardens/City Parks,0.42
Keoladeo National Park,Rajasthan,Bharatpur District,Bharatpur,https://media-cdn.tripadvisor.com/media/photo-s/05/b7/bb/0d/keoladeo-ghana-national.jpg,https://www.tripadvisor.in/Attraction_Review-g303886-d319689-Reviews-Keoladeo_National_Park-Bharatpur_Bharatpur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.43
Rock Shelters of Bhimbetka,Madhya Pradesh,Bhopal District,Bhopal,https://media-cdn.tripadvisor.com/media/photo-s/14/f2/46/98/rock-shelters-of-bhimbetka.jpg,https://www.tripadvisor.in/Attraction_Review-g319726-d320007-Reviews-Rock_Shelters_of_Bhimbetka-Bhopal_Bhopal_District_Madhya_Pradesh.html,Monuments/Historical Architectures/Spiritual Attractions,0.76
Yodhasthal,Madhya Pradesh,Bhopal District,Bhopal,https://media-cdn.tripadvisor.com/media/photo-s/0d/47/8e/a7/amazing-feeling-with.jpg,https://www.tripadvisor.in/Attraction_Review-g319726-d11546909-Reviews-Yodhasthal-Bhopal_Bhopal_District_Madhya_Pradesh.html,Museums/Indian Culture & History,0.7
Madhya Pradesh Tribal Museum,Madhya Pradesh,Bhopal District,Bhopal,https://media-cdn.tripadvisor.com/media/photo-s/08/90/d7/66/madhya-pradesh-tribal.jpg,https://www.tripadvisor.in/Attraction_Review-g319726-d8425015-Reviews-Madhya_Pradesh_Tribal_Museum-Bhopal_Bhopal_District_Madhya_Pradesh.html,Museums/Indian Culture & History,0.83
Upper Lake,Madhya Pradesh,Bhopal District,Bhopal,https://media-cdn.tripadvisor.com/media/photo-s/01/fb/55/8f/filename-imga0267-jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g319726-d1204906-Reviews-Upper_Lake-Bhopal_Bhopal_District_Madhya_Pradesh.html,Riverbank/Pilgrimage,0.58
Badi Jheel Lake,Madhya Pradesh,Bhopal District,Bhopal,https://media-cdn.tripadvisor.com/media/photo-s/07/cf/87/ef/badi-jheel-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g319726-d7833927-Reviews-Badi_Jheel_Lake-Bhopal_Bhopal_District_Madhya_Pradesh.html,Riverbank/Pilgrimage,0.58
Buddhist Monuments at Sanchi,Madhya Pradesh,Bhopal District,Bhopal,https://media-cdn.tripadvisor.com/media/photo-s/09/5f/96/14/buddhist-monuments-at.jpg,https://www.tripadvisor.in/Attraction_Review-g319726-d319972-Reviews-Buddhist_Monuments_at_Sanchi-Bhopal_Bhopal_District_Madhya_Pradesh.html,Monuments/Historical Architectures/Spiritual Attractions,0.75
Indira Gandhi Rashtriya Manav Sangrahalaya - National Museum of Mankind,Madhya Pradesh,Bhopal District,Bhopal,https://media-cdn.tripadvisor.com/media/photo-s/02/74/e5/21/indira-gandhi-rashtriya.jpg,https://www.tripadvisor.in/Attraction_Review-g319726-d2479152-Reviews-Indira_Gandhi_Rashtriya_Manav_Sangrahalaya_National_Museum_of_Mankind-Bhopal_Bhop.html,Museums/Indian Culture & History,0.76
Lake View Bhopal,Madhya Pradesh,Bhopal District,Bhopal,https://media-cdn.tripadvisor.com/media/photo-s/0b/57/f8/b6/images-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g319726-d9705780-Reviews-Lake_View_Bhopal-Bhopal_Bhopal_District_Madhya_Pradesh.html,Riverbank/Pilgrimage,0.53
Ibrahim Rauza Tomb,Chhattisgarh,Bijapur District,Bijapur,https://media-cdn.tripadvisor.com/media/photo-s/03/25/00/f3/ibrahim-rauza-tomb.jpg,https://www.tripadvisor.in/Attraction_Review-g608472-d3207754-Reviews-Ibrahim_Rauza_Tomb-Bijapur_Bijapur_District_Chhattisgarh.html,Monuments/Historical Architectures/Spiritual Attractions,0.48
Junagarh Fort,Rajasthan,Bikaner District,Bikaner,https://media-cdn.tripadvisor.com/media/photo-s/01/5b/ca/b6/from-outside-the-junagarh.jpg,https://www.tripadvisor.in/Attraction_Review-g297666-d2540598-Reviews-Junagarh_Fort-Bikaner_Bikaner_District_Rajasthan.html,Palace/Forts/Ancient Buildings,0.58
Visva Bharati University,West Bengal,Birbhum District,Santiniketan,https://media-cdn.tripadvisor.com/media/photo-s/02/4c/5d/eb/upsana-griha-prayer-hall.jpg,https://www.tripadvisor.in/Attraction_Review-g735771-d2482976-Reviews-Visva_Bharati_University-Santiniketan_Birbhum_District_West_Bengal.html,Museums/Indian Culture & History,0.51
Bodhi Tree,Bihar,Bodh Gaya District,Bodh Gaya,https://media-cdn.tripadvisor.com/media/photo-s/0e/39/3a/85/the-great-stupa.jpg,https://www.tripadvisor.in/Attraction_Review-g424922-d3619160-Reviews-Bodhi_Tree-Bodh_Gaya_Gaya_District_Bihar.html,Temples/Church/Worship,0.6
Mahabodhi Temple,Bihar,Bodh Gaya District,Bodh Gaya,https://media-cdn.tripadvisor.com/media/daodao/photo-s/15/b8/f2/7c/caption.jpg,https://www.tripadvisor.in/Attraction_Review-g424922-d319997-Reviews-Mahabodhi_Temple-Bodh_Gaya_Gaya_District_Bihar.html,Temples/Church/Worship,0.62
Cave Paintings,Rajasthan,Calangute District,Bundi,https://media-cdn.tripadvisor.com/media/photo-s/0d/e5/2e/00/nandi-bull-at-falls.jpg,https://www.tripadvisor.in/Attraction_Review-g303887-d1382515-Reviews-Cave_Paintings-Bundi_Bundi_District_Rajasthan.html,Wildlife/Forests/National Parks,0.41
St. Alex Church,Goa,Canacona District,Calangute,https://media-cdn.tripadvisor.com/media/photo-s/05/37/fd/c6/st-alex-church.jpg,https://www.tripadvisor.in/Attraction_Review-g306995-d4138933-Reviews-St_Alex_Church-Calangute_North_Goa_District_Goa.html,Temples/Church/Worship,0.51
Yoga Cooking Classes,Goa,Chandrapur District,Canacona,https://media-cdn.tripadvisor.com/media/photo-s/11/58/18/f7/photo0jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g1239601-d12968183-Reviews-Yoga_Cooking_Classes-Patnem_Canacona_South_Goa_District_Goa.html,Wildlife/Forests/National Parks,0.83
Dainkund Peak,Himachal Pradesh,Chennai  District,Dalhousie,https://media-cdn.tripadvisor.com/media/photo-s/07/fc/ad/9e/dainkund-valley.jpg,https://www.tripadvisor.in/Attraction_Review-g503693-d2697886-Reviews-Dainkund_Peak-Dalhousie_Chamba_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.95
Tadoba Andhari National Park,Maharashtra,Chidambaram District,Chandrapur,https://media-cdn.tripadvisor.com/media/photo-s/01/fc/5b/7e/1st-made-ponds-inside.jpg,https://www.tripadvisor.in/Attraction_Review-g10594630-d1204339-Reviews-Tadoba_Andhari_National_Park-Chandrapur_District_Maharashtra.html,Wildlife/Forests/National Parks,0.56
San Thome Church,Tamil Nadu,Chitradurga District,Chennai,https://media-cdn.tripadvisor.com/media/photo-s/0d/c4/67/79/san-thome-church-chennai.jpg,https://www.tripadvisor.in/Attraction_Review-g304556-d325357-Reviews-San_Thome_Church-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Temples/Church/Worship,0.4
Mylapore,Tamil Nadu,Coorg District,Chennai,https://media-cdn.tripadvisor.com/media/photo-s/02/77/72/19/mylapore.jpg,https://www.tripadvisor.in/Attraction_Review-g304556-d1205660-Reviews-Mylapore-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Beach/Seashores,0.47
DakshinaChitra Museum,Tamil Nadu,Coorg District,Muttukadu,https://media-cdn.tripadvisor.com/media/photo-s/07/3c/70/34/dakshinachitra.jpg,https://www.tripadvisor.in/Attraction_Review-g303893-d2062837-Reviews-DakshinaChitra_Museum-Muttukadu_Chennai_District_Tamil_Nadu.html,Museums/Indian Culture & History,0.75
VGP Snow Kingdom,Tamil Nadu,Dehradun District,Chennai,https://media-cdn.tripadvisor.com/media/photo-s/08/b8/12/cf/vgp-snow-kingdom.jpg,https://www.tripadvisor.in/Attraction_Review-g304556-d8544835-Reviews-VGP_Snow_Kingdom-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Mountains/Landscapes/Waterfalls,0.4
Raneh Falls,Madhya Pradesh,Devbhumi Dwarka District,Chhatarpur,https://media-cdn.tripadvisor.com/media/photo-s/03/30/5f/e3/raneh-falls.jpg,https://www.tripadvisor.in/Attraction_Review-g2322167-d3570897-Reviews-Raneh_Falls-Chhatarpur_Chhatarpur_District_Madhya_Pradesh.html,Mountains/Landscapes/Waterfalls,0.67
Khajuraho Temples,Madhya Pradesh,Dharamsala District,Khajuraho,https://media-cdn.tripadvisor.com/media/photo-s/16/1d/24/a5/visit-famous-khajuraho.jpg,https://www.tripadvisor.in/Attraction_Review-g297647-d317332-Reviews-Khajuraho_Temples-Khajuraho_Chhatarpur_District_Madhya_Pradesh.html,Monuments/Historical Architectures/Spiritual Attractions,0.81
Pichavaram Mangrove Forest,Tamil Nadu,East Sikkim District,Chidambaram,https://media-cdn.tripadvisor.com/media/photo-s/04/7a/de/3c/pitchavaram-backwater.jpg,https://www.tripadvisor.in/Attraction_Review-g790280-d2408767-Reviews-Pichavaram_Mangrove_Forest-Chidambaram_Cuddalore_District_Tamil_Nadu.html,Riverbank/Pilgrimage,0.45
Sri Veeranarayana Temple,Karnataka,Gangtok District,Chikmagalur,https://media-cdn.tripadvisor.com/media/photo-s/05/3b/13/ae/veera-narayana-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g297629-d4059563-Reviews-Sri_Veeranarayana_Temple-Chikmagalur_Chikkamagaluru_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.78
Z Point,Karnataka,Gangtok District,Chikmagalur,https://media-cdn.tripadvisor.com/media/photo-s/04/b2/6f/cc/z-point.jpg,https://www.tripadvisor.in/Attraction_Review-g297629-d3250719-Reviews-Z_Point-Chikmagalur_Chikkamagaluru_District_Karnataka.html,Mountains/Landscapes/Waterfalls,0.98
Mullayanagiri,Karnataka,Gangtok District,Chikmagalur,https://media-cdn.tripadvisor.com/media/photo-s/01/2f/ed/25/karnataka.jpg,https://www.tripadvisor.in/Attraction_Review-g297629-d3310033-Reviews-Mullayanagiri-Chikmagalur_Chikkamagaluru_District_Karnataka.html,Mountains/Landscapes/Waterfalls,0.98
Hebbe Falls,Karnataka,Goa Velha District,Chikmagalur,https://media-cdn.tripadvisor.com/media/photo-s/02/f3/f9/da/hebbe-falls.jpg,https://www.tripadvisor.in/Attraction_Review-g297629-d3477998-Reviews-Hebbe_Falls-Chikmagalur_Chikkamagaluru_District_Karnataka.html,Mountains/Landscapes/Waterfalls,0.99
Chitradurga Fort,Karnataka,Gurugram District,Chitradurga,https://media-cdn.tripadvisor.com/media/photo-s/01/74/a1/ac/chitradurga-fort.jpg,https://www.tripadvisor.in/Attraction_Review-g1676032-d1735980-Reviews-Chitradurga_Fort-Chitradurga_Chitradurga_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.28
Srivari Mettu,Andhra Pradesh,Gurugram District,Tirupati,https://media-cdn.tripadvisor.com/media/photo-s/0a/98/33/ae/view-while-walking.jpg,https://www.tripadvisor.in/Attraction_Review-g297587-d8318518-Reviews-Srivari_Mettu-Tirupati_Chittoor_District_Andhra_Pradesh.html,Mountains/Landscapes/Waterfalls,0.66
Vijay Stambha,Rajasthan,Guwahati District,Chittaurgarh,https://media-cdn.tripadvisor.com/media/photo-s/15/92/fb/80/another-view-of-the-tower.jpg,https://www.tripadvisor.in/Attraction_Review-g303888-d321286-Reviews-Vijay_Stambha-Chittaurgarh_Chittorgarh_District_Rajasthan.html,Monuments/Historical Architectures/Spiritual Attractions,0.55
Adiyogi Shiva,Tamil Nadu,Gwalior District,Coimbatore,https://media-cdn.tripadvisor.com/media/photo-s/0e/d3/4d/44/mystic-shiva.jpg,https://www.tripadvisor.in/Attraction_Review-g297675-d12281614-Reviews-Adiyogi_Shiva-Coimbatore_Coimbatore_District_Tamil_Nadu.html,Temples/Church/Worship,0.36
Tadiandamol Peak,Karnataka,Hampi District,Coorg,https://media-cdn.tripadvisor.com/media/photo-s/0c/fb/b5/a4/breathtaking-view-from.jpg,https://www.tripadvisor.in/Attraction_Review-g503697-d3733100-Reviews-Tadiandamol_Peak-Kodagu_Coorg_Karnataka.html,Mountains/Landscapes/Waterfalls,0.95
Mallalli Falls,Karnataka,Hampi District,Coorg,https://media-cdn.tripadvisor.com/media/photo-s/0d/7d/11/51/view-from-its-base.jpg,https://www.tripadvisor.in/Attraction_Review-g1638801-d3617796-Reviews-Mallalli_Falls-Somvarpet_Kodagu_Coorg_Karnataka.html,Mountains/Landscapes/Waterfalls,1
Himalayan Mountaineering Institute,West Bengal,Hampi District,Darjeeling,https://media-cdn.tripadvisor.com/media/photo-s/01/6d/be/de/tenzing-norgay-lays-to.jpg,https://www.tripadvisor.in/Attraction_Review-g304557-d538245-Reviews-Himalayan_Mountaineering_Institute-Darjeeling_Darjeeling_District_West_Bengal.html,Museums/Indian Culture & History,0.8
Tinchuley Village,West Bengal,Hampi District,Darjeeling,https://media-cdn.tripadvisor.com/media/photo-s/04/13/83/93/teesta-meets-its-tributary.jpg,https://www.tripadvisor.in/Attraction_Review-g304557-d2510731-Reviews-Tinchuley_Village-Darjeeling_Darjeeling_District_West_Bengal.html,Mountains/Landscapes/Waterfalls,0.64
