Place Name,State,District,City,img_source,Link,dominant_topic,probability
Umaid Heritage Art School,Rajasthan,Mumbai District,Jodhpur,https://media-cdn.tripadvisor.com/media/photo-s/03/a3/67/ab/umaid-heritage-art-school.jpg,https://www.tripadvisor.in/Attraction_Review-g297668-d3948504-Reviews-Umaid_Heritage_Art_School-Jodhpur_Jodhpur_District_Rajasthan.html,Museums/Indian Culture & History,0.86
Mehrangarh Fort,Rajasthan,Mumbai District,Jodhpur,https://media-cdn.tripadvisor.com/media/photo-s/0f/99/ae/7f/images-14-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g297668-d320061-Reviews-Mehrangarh_Fort-Jodhpur_Jodhpur_District_Rajasthan.html,Palace/Forts/Ancient Buildings,0.61
Rao Jodha Desert Rock Park,Rajasthan,Mumbai District,Jodhpur,https://media-cdn.tripadvisor.com/media/photo-s/0d/07/93/64/native-plants-garden.jpg,https://www.tripadvisor.in/Attraction_Review-g297668-d5858021-Reviews-Rao_Jodha_Desert_Rock_Park-Jodhpur_Jodhpur_District_Rajasthan.html,Gardens/City Parks,0.29
Girnar,Gujarat,Mumbai District,Junagadh,https://media-cdn.tripadvisor.com/media/photo-s/07/3d/d8/88/girnar.jpg,https://www.tripadvisor.in/Attraction_Review-g303879-d7361959-Reviews-Girnar-Junagadh_Junagadh_District_Gujarat.html,Mountains/Landscapes/Waterfalls,0.71
Arjuna's Penance,Tamil Nadu,Mumbai District,Mahabalipuram,https://media-cdn.tripadvisor.com/media/photo-s/03/61/8e/4f/arjuna-s-penance.jpg,https://www.tripadvisor.in/Attraction_Review-g1162480-d458331-Reviews-Arjuna_s_Penance-Mahabalipuram_Kanchipuram_District_Tamil_Nadu.html,Monuments/Historical Architectures/Spiritual Attractions,0.9
Kamakshi Amman Temple,Tamil Nadu,Mumbai District,Kanchipuram,https://media-cdn.tripadvisor.com/media/photo-s/0d/e7/b6/4b/photo3jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g503705-d10797745-Reviews-Kamakshi_Amman_Temple-Kanchipuram_Kanchipuram_District_Tamil_Nadu.html,Temples/Church/Worship,0.72
Descent Of The Ganges,Tamil Nadu,Mumbai District,Mahabalipuram,https://media-cdn.tripadvisor.com/media/photo-s/03/55/2d/14/nagraj.jpg,https://www.tripadvisor.in/Attraction_Review-g1162480-d2481311-Reviews-Descent_Of_The_Ganges-Mahabalipuram_Kanchipuram_District_Tamil_Nadu.html,Monuments/Historical Architectures/Spiritual Attractions,0.86
Varadharaja Perumal Temple,Tamil Nadu,Mumbai District,Kanchipuram,https://media-cdn.tripadvisor.com/media/photo-s/07/71/6b/e8/sri-varadaraja-perumal.jpg,https://www.tripadvisor.in/Attraction_Review-g503705-d2665548-Reviews-Varadharaja_Perumal_Temple-Kanchipuram_Kanchipuram_District_Tamil_Nadu.html,Temples/Church/Worship,0.56
India Seashell Museum,Tamil Nadu,Mumbai District,Mahabalipuram,https://media-cdn.tripadvisor.com/media/photo-s/06/6d/e2/8e/india-seashell-museum.jpg,https://www.tripadvisor.in/Attraction_Review-g1162480-d6124670-Reviews-India_Seashell_Museum-Mahabalipuram_Kanchipuram_District_Tamil_Nadu.html,Museums/Indian Culture & History,0.7
Ekambareswarar Temple,Tamil Nadu,Mumbai District,Kanchipuram,https://media-cdn.tripadvisor.com/media/photo-s/0a/40/5c/b7/un-des-frontons.jpg,https://www.tripadvisor.in/Attraction_Review-g503705-d590570-Reviews-Ekambareswarar_Temple-Kanchipuram_Kanchipuram_District_Tamil_Nadu.html,Monuments/Historical Architectures/Spiritual Attractions,0.59
HPCA Stadium,Himachal Pradesh,Munnar District,Dharamsala,https://media-cdn.tripadvisor.com/media/photo-s/04/7c/7a/2e/hpca-stadium.jpg,https://www.tripadvisor.in/Attraction_Review-g319724-d4400957-Reviews-HPCA_Stadium-Dharamsala_Kangra_District_Himachal_Pradesh.html,Gardens/City Parks,0.68
Tibetan Museum,Himachal Pradesh,Murudeshwar District,Dharamsala,https://media-cdn.tripadvisor.com/media/photo-s/0a/2f/9e/5f/tibet-museum-mcleod-ganj.jpg,https://www.tripadvisor.in/Attraction_Review-g1092107-d8759367-Reviews-Tibetan_Museum-McLeod_Ganj_Dharamsala_Kangra_District_Himachal_Pradesh.html,Museums/Indian Culture & History,0.83
Triund Hill,Himachal Pradesh,Mysuru (Mysore) District,Dharamsala,https://media-cdn.tripadvisor.com/media/photo-s/01/24/fe/bd/sunrays-triund.jpg,https://www.tripadvisor.in/Attraction_Review-g1092107-d1383036-Reviews-Triund_Hill-McLeod_Ganj_Dharamsala_Kangra_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.9
Kangra Valley,Himachal Pradesh,Nainital District,Dharamsala,https://media-cdn.tripadvisor.com/media/photo-s/01/1d/3a/28/heaven-is-it.jpg,https://www.tripadvisor.in/Attraction_Review-g319724-d1204354-Reviews-Kangra_Valley-Dharamsala_Kangra_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.66
Thottada Beach,Kerala,Nanded District,Kannur,https://media-cdn.tripadvisor.com/media/photo-s/05/06/6c/3b/magical-evening-at-thottada.jpg,https://www.tripadvisor.in/Attraction_Review-g7910370-d4916286-Reviews-Thottada_Beach-Thottada_Kannur_Kannur_District_Kerala.html,Beach/Seashores,0.84
Muzhappilangad Drive-in Beach,Kerala,Narmada District,Kannur,https://media-cdn.tripadvisor.com/media/photo-s/01/d9/50/79/another-view-of-beach.jpg,https://www.tripadvisor.in/Attraction_Review-g777115-d1198664-Reviews-Muzhappilangad_Drive_in_Beach-Kannur_Kannur_District_Kerala.html,Beach/Seashores,0.57
Bekal Fort,Kerala,Neil Island District,Kasaragod,https://media-cdn.tripadvisor.com/media/photo-s/01/cc/4c/8b/bekal-view.jpg,https://www.tripadvisor.in/Attraction_Review-g1809068-d1204887-Reviews-Bekal_Fort-Kasaragod_Kasaragod_District_Kerala.html,Palace/Forts/Ancient Buildings,0.27
Indira Gandhi Tulip Garden,Jammu and Kashmir,Neil Island District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/01/84/86/a7/the-tulip-garden-in-srinagar.jpg,https://www.tripadvisor.in/Attraction_Review-g297623-d1220203-Reviews-Indira_Gandhi_Tulip_Garden-Srinagar_Srinagar_District_Kashmir_Jammu_and_Kashmir.html,Gardens/City Parks,0.74
Badamwari Garden,Jammu and Kashmir,New Delhi District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/05/49/4a/20/badamwari-garden.jpg,https://www.tripadvisor.in/Attraction_Review-g297623-d4310693-Reviews-Badamwari_Garden-Srinagar_Srinagar_District_Kashmir_Jammu_and_Kashmir.html,Gardens/City Parks,0.89
Nishat Garden,Jammu and Kashmir,New Delhi District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/0e/f7/29/94/beautiful-mountains.jpg,https://www.tripadvisor.in/Attraction_Review-g297623-d1228761-Reviews-Nishat_Garden-Srinagar_Srinagar_District_Kashmir_Jammu_and_Kashmir.html,Gardens/City Parks,0.76
Baisaran,Jammu and Kashmir,New Delhi District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/02/b6/f8/a2/baisaran.jpg,https://www.tripadvisor.in/Attraction_Review-g12375025-d1957475-Reviews-Baisaran-Anantnag_District_Kashmir_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.92
Yousmarg,Jammu and Kashmir,New Delhi District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/01/c5/73/0a/yousmarg.jpg,https://www.tripadvisor.in/Attraction_Review-g297623-d1229613-Reviews-Yousmarg-Srinagar_Srinagar_District_Kashmir_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.74
Zojila Pass,Jammu and Kashmir,New Delhi District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/0b/a2/0f/af/way-to-zero-point.jpg,https://www.tripadvisor.in/Attraction_Review-g2282345-d3682486-Reviews-Zojila_Pass-Sonamarg_Ganderbal_District_Kashmir_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.99
Dal Lake,Jammu and Kashmir,New Delhi District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/02/64/3b/47/dal-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g297623-d2437492-Reviews-Dal_Lake-Srinagar_Srinagar_District_Kashmir_Jammu_and_Kashmir.html,Riverbank/Pilgrimage,0.57
Nigeen Lake,Jammu and Kashmir,New Delhi District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/05/b9/99/4d/nagin-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g297623-d338344-Reviews-Nigeen_Lake-Srinagar_Srinagar_District_Kashmir_Jammu_and_Kashmir.html,Riverbank/Pilgrimage,0.43
Apharwat Peak,Jammu and Kashmir,New Delhi District,Kashmir,https://media-cdn.tripadvisor.com/media/photo-s/03/4f/9a/c5/apharwat-peak.jpg,https://www.tripadvisor.in/Attraction_Review-g317095-d3172726-Reviews-Apharwat_Peak-Gulmarg_Baramulla_District_Kashmir_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.88
Kedarnath Mandir,Uttarakhand,New Delhi District,Kedarnath,https://media-cdn.tripadvisor.com/media/photo-s/02/2f/f0/d7/filename-bhairavnath.jpg,https://www.tripadvisor.in/Attraction_Review-g1162521-d2369476-Reviews-Kedarnath_Mandir-Kedarnath_Rudraprayag_District_Uttarakhand.html,Mountains/Landscapes/Waterfalls,0.57
Kerala Backwaters,Kerala,New Delhi District,Kerala,https://media-cdn.tripadvisor.com/media/photo-s/1c/5b/12/20/kerala-backwaters-sightseeing.jpg,https://www.tripadvisor.in/Attraction_Review-g297631-d940955-Reviews-Kerala_Backwaters-Kerala.html,Riverbank/Pilgrimage,0.4
Kandariya Mahadev Temple,Madhya Pradesh,Noida District,Khajuraho,https://media-cdn.tripadvisor.com/media/photo-s/11/da/3c/1d/vue-d-ensemble-du-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g297647-d319687-Reviews-Kandariya_Mahadev_Temple-Khajuraho_Chhatarpur_District_Madhya_Pradesh.html,Monuments/Historical Architectures/Spiritual Attractions,0.97
Lakshmana Temple,Madhya Pradesh,North Sikkim District,Khajuraho,https://media-cdn.tripadvisor.com/media/photo-s/0d/a6/5a/ed/quelques-temples.jpg,https://www.tripadvisor.in/Attraction_Review-g297647-d319852-Reviews-Lakshmana_Temple-Khajuraho_Chhatarpur_District_Madhya_Pradesh.html,Monuments/Historical Architectures/Spiritual Attractions,0.91
Malshej Ghat,Maharashtra,North Sikkim District,Khubi,https://media-cdn.tripadvisor.com/media/photo-s/02/87/44/50/filename-100-6101-jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g7759389-d3446002-Reviews-Malshej_Ghat-Khubi_Pune_District_Maharashtra.html,Mountains/Landscapes/Waterfalls,0.83
Museum of Tribal Arts & Artifacts,Odisha,Old Goa District,Bhubaneswar,https://media-cdn.tripadvisor.com/media/photo-s/0d/e1/69/f6/a-well-maintained-building.jpg,https://www.tripadvisor.in/Attraction_Review-g297661-d3239363-Reviews-Museum_of_Tribal_Arts_Artifacts-Bhubaneswar_Khurda_District_Odisha.html,Museums/Indian Culture & History,0.92
Mangalajodi,Odisha,Pachmarhi District,Khurda,https://media-cdn.tripadvisor.com/media/photo-s/03/43/52/d8/mangalajodi.jpg,https://www.tripadvisor.in/Attraction_Review-g1584842-d1592345-Reviews-Mangalajodi-Khurda_Khurda_District_Odisha.html,Wildlife/Forests/National Parks,0.33
Kinnaur,Himachal Pradesh,Palitana District,Kinnaur,https://media-cdn.tripadvisor.com/media/photo-s/02/2f/1d/8e/kinnaur-kailas-from-kalpa.jpg,https://www.tripadvisor.in/Attraction_Review-g3780960-d1204507-Reviews-Kinnaur-Kinnaur_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.76
Rakcham,Himachal Pradesh,Panchkula District,Sangla,https://media-cdn.tripadvisor.com/media/photo-s/02/a4/d0/bb/filename-new-flower-602.jpg,https://www.tripadvisor.in/Attraction_Review-g1214902-d3171239-Reviews-Rakcham-Sangla_Kinnaur_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.82
Vallarpadam Church,Kerala,Patan District,Kochi (Cochin),https://media-cdn.tripadvisor.com/media/photo-s/07/3e/81/c2/vallarpadam-church.jpg,https://www.tripadvisor.in/Attraction_Review-g297633-d4400977-Reviews-Vallarpadam_Church-Kochi_Cochin_Ernakulam_District_Kerala.html,Temples/Church/Worship,0.64
Kohima War Cemetery,Nagaland,Patiala District,Kohima,https://media-cdn.tripadvisor.com/media/photo-s/02/5c/15/83/kohima-war-cemetery.jpg,https://www.tripadvisor.in/Attraction_Review-g668044-d1887317-Reviews-Kohima_War_Cemetery-Kohima_Kohima_District_Nagaland.html,Museums/Indian Culture & History,0.71
Mahalaxmi Temple,Maharashtra,Patna District,Kolhapur,https://media-cdn.tripadvisor.com/media/photo-s/03/04/75/e7/mahalaxmi-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g737166-d3463061-Reviews-Mahalaxmi_Temple-Kolhapur_Kolhapur_District_Maharashtra.html,Temples/Church/Worship,0.76
South Park Street Cemetery,West Bengal,Pattadakal District,Kolkata,https://media-cdn.tripadvisor.com/media/photo-s/0c/1c/85/3d/such-a-serial-place.jpg,https://www.tripadvisor.in/Attraction_Review-g304558-d325053-Reviews-South_Park_Street_Cemetery-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Gardens/City Parks,0.32
Birla Industrial & Technological Museum,West Bengal,Pondicherry District,Kolkata,https://media-cdn.tripadvisor.com/media/photo-s/02/cd/e7/47/entrance.jpg,https://www.tripadvisor.in/Attraction_Review-g304558-d1488078-Reviews-Birla_Industrial_Technological_Museum-Kolkata_Calcutta_Kolkata_District_West_Beng.html,Museums/Indian Culture & History,0.73
Eden Gardens,West Bengal,Port Blair District,Kolkata,https://media-cdn.tripadvisor.com/media/photo-s/03/5a/50/cf/eden-gardens.jpg,https://www.tripadvisor.in/Attraction_Review-g304558-d3187616-Reviews-Eden_Gardens-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Gardens/City Parks,0.79
Victoria Memorial Hall,West Bengal,Port Blair District,Kolkata,https://media-cdn.tripadvisor.com/media/photo-s/14/57/a7/7b/victoria-memorial-hall.jpg,https://www.tripadvisor.in/Attraction_Review-g304558-d311680-Reviews-Victoria_Memorial_Hall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Palace/Forts/Ancient Buildings,0.44
Rabindra Sarovar,West Bengal,Pune District,Kolkata,https://media-cdn.tripadvisor.com/media/photo-s/03/bf/92/60/rabindra-sarovar.jpg,https://www.tripadvisor.in/Attraction_Review-g304558-d3705191-Reviews-Rabindra_Sarovar-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Gardens/City Parks,0.58
Mother House,West Bengal,Pune District,Kolkata,https://media-cdn.tripadvisor.com/media/photo-s/0a/60/d1/ad/calm-place.jpg,https://www.tripadvisor.in/Attraction_Review-g304558-d321215-Reviews-Mother_House-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Temples/Church/Worship,0.44
Howrah Bridge,West Bengal,Pune District,Kolkata,https://media-cdn.tripadvisor.com/media/photo-s/0d/d3/f7/2c/p-20161029-190824-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g304558-d311655-Reviews-Howrah_Bridge-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Palace/Forts/Ancient Buildings,0.67
Eco Tourism Park,West Bengal,Rajahmundry District,Kolkata,https://media-cdn.tripadvisor.com/media/photo-s/03/5f/7c/47/eco-tourism-park.jpg,https://www.tripadvisor.in/Attraction_Review-g304558-d3786041-Reviews-Eco_Tourism_Park-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Gardens/City Parks,0.67
Thangassery Light House,Kerala,Rameswaram District,Kollam,https://media-cdn.tripadvisor.com/media/photo-s/03/2d/69/09/spiral-staircase.jpg,https://www.tripadvisor.in/Attraction_Review-g784581-d3483863-Reviews-Thangassery_Light_House-Kollam_Kollam_District_Kerala.html,Palace/Forts/Ancient Buildings,0.38
Konark Sun Temple,Odisha,Rishikesh District,Konark,https://media-cdn.tripadvisor.com/media/photo-s/07/16/92/b7/konarak-sun-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g424925-d319933-Reviews-Konark_Sun_Temple-Konark_Puri_District_Odisha.html,Monuments/Historical Architectures/Spiritual Attractions,0.84
7 Wonders,Rajasthan,Rudra Prayag District,Kota,https://media-cdn.tripadvisor.com/media/photo-s/09/cb/22/e1/7-wonders.jpg,https://www.tripadvisor.in/Attraction_Review-g608475-d8817814-Reviews-7_Wonders-Kota_Kota_District_Rajasthan.html,Gardens/City Parks,0.55
Vembanad Lake,Kerala,Sangla District,Kottayam,https://media-cdn.tripadvisor.com/media/photo-s/02/3b/93/2e/the-lake-again.jpg,https://www.tripadvisor.in/Attraction_Review-g297631-d1754610-Reviews-Vembanad_Lake-Kerala.html,Riverbank/Pilgrimage,0.57
Hamta Pass,Himachal Pradesh,Sanguem District,Kullu,https://media-cdn.tripadvisor.com/media/photo-s/09/fe/c1/d3/hampta-pass.jpg,https://www.tripadvisor.in/Attraction_Review-g503694-d8874436-Reviews-Hamta_Pass-Kullu_Kullu_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.93
Jalori Pass,Himachal Pradesh,Seoni District,Kullu,https://media-cdn.tripadvisor.com/media/photo-s/03/d8/7c/34/jalori-pass.jpg,https://www.tripadvisor.in/Attraction_Review-g503694-d3913466-Reviews-Jalori_Pass-Kullu_Kullu_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.99
International Roerich Memorial Trust,Himachal Pradesh,Shillong District,Manali Tehsil,https://media-cdn.tripadvisor.com/media/photo-s/0d/60/56/c7/img-20161013-123151-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g297618-d2554270-Reviews-International_Roerich_Memorial_Trust-Manali_Manali_Tehsil_Kullu_District_Himachal.html,Museums/Indian Culture & History,0.68
Jogini Waterfall,Himachal Pradesh,Shillong District,Manali Tehsil,https://media-cdn.tripadvisor.com/media/photo-s/02/2f/cb/fc/the-cafe-enroute.jpg,https://www.tripadvisor.in/Attraction_Review-g297618-d2369675-Reviews-Jogini_Waterfall-Manali_Manali_Tehsil_Kullu_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.95
Tirthan Valley,Himachal Pradesh,Shimla District,Kullu,https://media-cdn.tripadvisor.com/media/photo-s/02/87/6e/69/filename-mg-6133-jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g503694-d2345665-Reviews-Tirthan_Valley-Kullu_Kullu_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.57
Great Himalayan National Park,Himachal Pradesh,Shimla District,Kullu,https://media-cdn.tripadvisor.com/media/photo-s/03/7b/b5/ec/trekkers-enter-through.jpg,https://www.tripadvisor.in/Attraction_Review-g503694-d3211033-Reviews-Great_Himalayan_National_Park-Kullu_Kullu_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.6
Kumbhalgarh Fort,Rajasthan,Shimla District,Kumbhalgarh,https://media-cdn.tripadvisor.com/media/photo-s/1a/6c/d1/83/getlstd-property-photo.jpg,https://www.tripadvisor.in/Attraction_Review-g297669-d1569624-Reviews-Kumbhalgarh_Fort-Kumbhalgarh_Rajsamand_District_Rajasthan.html,Palace/Forts/Ancient Buildings,0.5
Great Rann of Kutch,Gujarat,Shirdi District,Kutch,https://media-cdn.tripadvisor.com/media/photo-s/06/bc/25/e6/great-rann-of-kutch.jpg,https://www.tripadvisor.in/Attraction_Review-g3382545-d2509575-Reviews-Great_Rann_of_Kutch-Kutch_Kutch_District_Gujarat.html,Mountains/Landscapes/Waterfalls,0.5
Pangong Tso,Jammu and Kashmir,Shirdi District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/03/fe/ff/bc/pangong-tso-pangong-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g297625-d1546752-Reviews-Pangong_Tso-Leh_Leh_District_Ladakh_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.89
Tso Moriri,Jammu and Kashmir,Sikandra District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/10/9f/75/00/il-lago.jpg,https://www.tripadvisor.in/Attraction_Review-g297624-d319681-Reviews-Tso_Moriri-Ladakh_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.91
Dras War Memorial,Jammu and Kashmir,Sohra District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/03/a8/09/0f/drass-war-memorial.jpg,https://www.tripadvisor.in/Attraction_Review-g676134-d3710628-Reviews-Dras_War_Memorial-Kargil_Kargil_District_Ladakh_Jammu_and_Kashmir.html,Museums/Indian Culture & History,0.83
Khardung La,Jammu and Kashmir,Somnath District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/01/9c/72/d5/18380-feet.jpg,https://www.tripadvisor.in/Attraction_Review-g297624-d1808511-Reviews-Khardung_La-Ladakh_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.98
Changla Pass,Jammu and Kashmir,South Sikkim District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/02/ef/bd/cc/changla-pass.jpg,https://www.tripadvisor.in/Attraction_Review-g297624-d3398500-Reviews-Changla_Pass-Ladakh_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.98
Tanglang La,Jammu and Kashmir,South Sikkim District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/08/cf/e6/cc/tanglang-la-and-the-prayer.jpg,https://www.tripadvisor.in/Attraction_Review-g297625-d8567508-Reviews-Tanglang_La-Leh_Leh_District_Ladakh_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,1
Hall of Fame,Jammu and Kashmir,Srirangapattana District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/02/27/31/a2/museum.jpg,https://www.tripadvisor.in/Attraction_Review-g297625-d4603216-Reviews-Hall_of_Fame-Leh_Leh_District_Ladakh_Jammu_and_Kashmir.html,Museums/Indian Culture & History,0.93
Sand Dunes Leisure Park,Jammu and Kashmir,Talacauvery District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/04/b2/7d/ef/sand-dunes-leisure-park.jpg,https://www.tripadvisor.in/Attraction_Review-g297625-d4340911-Reviews-Sand_Dunes_Leisure_Park-Leh_Leh_District_Ladakh_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.52
Nubra Valley,Jammu and Kashmir,Tawang District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/02/69/f5/a7/filename-dsc01256-jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g12375116-d2279931-Reviews-Nubra_Valley-Leh_District_Ladakh_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.79
Hikkim,Himachal Pradesh,Tawang District,Kaza,https://media-cdn.tripadvisor.com/media/photo-s/0c/5f/40/e2/farms-in-hikkim.jpg,https://www.tripadvisor.in/Attraction_Review-g1156028-d10682145-Reviews-Hikkim-Kaza_Lahaul_and_Spiti_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.71
Hunder Sand Dunes,Jammu and Kashmir,Tawang District,Ladakh,https://media-cdn.tripadvisor.com/media/photo-s/05/4a/15/e9/hunder-sand-dunes.jpg,https://www.tripadvisor.in/Attraction_Review-g4341131-d5962195-Reviews-Hunder_Sand_Dunes-Hunder_Nubra_Valley_Leh_District_Ladakh_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.66
Lepakshi Bull,Andhra Pradesh,Thanjavur District,Lepakshi,https://media-cdn.tripadvisor.com/media/photo-s/01/d0/ff/e9/nandi-statue.jpg,https://www.tripadvisor.in/Attraction_Review-g2288627-d8671528-Reviews-Lepakshi_Bull-Lepakshi_Anantapur_District_Andhra_Pradesh.html,Monuments/Historical Architectures/Spiritual Attractions,0.69
Della Adventure Park,Maharashtra,Thekkady District,Lonavala,https://media-cdn.tripadvisor.com/media/photo-s/18/90/58/9b/atv-200cc-polaris-get.jpg,https://www.tripadvisor.in/Attraction_Review-g608474-d2049703-Reviews-Della_Adventure_Park-Lonavala_Pune_District_Maharashtra.html,Wildlife/Forests/National Parks,0.78
British Residency,Uttar Pradesh,Tiruchirappalli District,Lucknow,https://media-cdn.tripadvisor.com/media/photo-s/0e/b5/00/fd/private-mosque-of-begum.jpg,https://www.tripadvisor.in/Attraction_Review-g297684-d555319-Reviews-British_Residency-Lucknow_Lucknow_District_Uttar_Pradesh.html,Museums/Indian Culture & History,0.45
Hazratganj,Uttar Pradesh,Tiruchirappalli District,Lucknow,https://media-cdn.tripadvisor.com/media/photo-s/03/73/ba/de/hazratganj.jpg,https://www.tripadvisor.in/Attraction_Review-g297684-d3831406-Reviews-Hazratganj-Lucknow_Lucknow_District_Uttar_Pradesh.html,Beach/Seashores,0.82
Bara Imambara,Uttar Pradesh,Tiruchirappalli District,Lucknow,https://media-cdn.tripadvisor.com/media/photo-s/16/2e/0d/c4/snapchat-753121482-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g297684-d325089-Reviews-Bara_Imambara-Lucknow_Lucknow_District_Uttar_Pradesh.html,Palace/Forts/Ancient Buildings,0.55
La Martiniere College,Uttar Pradesh,Tirupati District,Lucknow,https://media-cdn.tripadvisor.com/media/photo-s/1a/e6/a8/75/la-martiniere-college.jpg,https://www.tripadvisor.in/Attraction_Review-g297684-d2445127-Reviews-La_Martiniere_College-Lucknow_Lucknow_District_Uttar_Pradesh.html,Museums/Indian Culture & History,0.53
Janeshwar Mishra Park,Uttar Pradesh,Trivandrum District,Lucknow,https://media-cdn.tripadvisor.com/media/photo-s/09/b0/15/63/janeshwar-mishra-park.jpg,https://www.tripadvisor.in/Attraction_Review-g297684-d8870471-Reviews-Janeshwar_Mishra_Park-Lucknow_Lucknow_District_Uttar_Pradesh.html,Gardens/City Parks,0.79
Madurai Meenakshi Amman Temple,Tamil Nadu,Trivandrum District,Madurai,https://media-cdn.tripadvisor.com/media/photo-s/11/71/bf/0e/madurai-meenakshi-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g297677-d321131-Reviews-Madurai_Meenakshi_Amman_Temple-Madurai_Madurai_District_Tamil_Nadu.html,Temples/Church/Worship,0.51
Krishnabai Temple,Maharashtra,Trivandrum District,Mahabaleshwar,https://media-cdn.tripadvisor.com/media/photo-s/0d/47/f5/51/krishnabai-temple-entrance.jpg,https://www.tripadvisor.in/Attraction_Review-g635749-d3639973-Reviews-Krishnabai_Temple-Mahabaleshwar_Satara_District_Maharashtra.html,Temples/Church/Worship,0.32
Pancha Rathas,Tamil Nadu,Trivandrum District,Mahabalipuram,https://media-cdn.tripadvisor.com/media/photo-s/0e/ce/1a/37/wonderfulcarving.jpg,https://www.tripadvisor.in/Attraction_Review-g1162480-d325363-Reviews-Pancha_Rathas-Mahabalipuram_Kanchipuram_District_Tamil_Nadu.html,Monuments/Historical Architectures/Spiritual Attractions,0.94
Monuments at Mahabalipuram,Tamil Nadu,Udaipur District,Mahabalipuram,https://media-cdn.tripadvisor.com/media/photo-s/0a/4a/8a/c0/shore-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g1162480-d319934-Reviews-Monuments_at_Mahabalipuram-Mahabalipuram_Kanchipuram_District_Tamil_Nadu.html,Monuments/Historical Architectures/Spiritual Attractions,0.87
